SBY Komentari Putusan PN Jakpus: Ada yang Aneh di Negeri Ini,"Jakarta, CNBC Indonesia - Presiden ke-6 Republik Indonesia Susilo Bambang Yudhoyono (SBY) turut berkomentar perihal putusan Pengadilan Negeri Jakarta Pusat yang memerintahkan Komisi Pemilihan Umum menunda tahapan Pemilihan Umum 2024. Komentar itu disampaikan SBY melalui akun Twitter resmi, Jumat (3/3/2023).""Menyimak putusan Pengadilan Negeri Jakarta Pusat kemarin (tentang pemilu), rasanya ada yang aneh di negeri ini,"" ujarnya.Menurut SBY, banyak pikiran dan hal yang keluar dari akal sehat.""Apa yang sesungguhnya terjadi? What is really going on? Semoga tidak terjadi sesuatu yang tidak kita inginkan di tahun pemilu ini,"" katanya.Lebih lanjut, Ketua Majelis Tinggi Partai Demokrat itu bilang bangsa ini tengah diuji. Banyak godaan.""Tapi, ingat rakyat kita. Jangan ada yang bermain api, terbakar nanti. Jangan ada yang menabur angin, kena badai nanti. Let's save our constitution and our beloved country,"" ujarnya.[Gambas:Twitter]"
"Inflasi Turki Turun Lagi, Erdogan Full Senyum Jelang Pilpres","Jakarta, CNBC Indonesia - Tingkat inflasi Turki melambat untuk bulan keempat secara berturut-turut pada Februari 2023, jelang pemilu pada Mei di mana catatan ekonomi Presiden Recep Tayyip Erdogan akan menjadi sorotan.Berdasarkan data badan statistik negara Turki yang dirilis Jumat (3/3/2023), Iiflasi tercatat sebesar 55,18% secara tahunan (year-on-year/yoy) pada Februari 2023, turun dari 57,7% you pada Januari dan 64,3% you pada Desember.Adapun, inflasi sempat mencapai puncaknya pada Oktober lalu sebesar 85,5% yoy, tingkat tertinggi selama dua dekade pemerintahan Erdogan.Laporan inflasi datang saat pemerintah bersiap menggelontorkan miliaran dolar untuk membangun kembali sebagian besar wilayah Turki setelah gempa besar yang terjadi pada 6 Februari.Puluhan kota hancur dan lebih dari 50.000 orang tewas di Turki dan negara tetangga Suriah.Pengeluaran besar-besaran dapat meningkatkan pengeluaran konsumen dan produksi industri, dua indikator utama pertumbuhan ekonomi, tetapi juga memacu pemulihan tekanan inflasi.Bank Dunia mengungkapkan gempa bumi dan gempa susulan menyebabkan kerusakan sekitar US$ 34 miliar di seluruh Turki.Perkiraan itu tidak termasuk biaya rekonstruksi yang ""berpotensi dua kali lebih besar,"" kata lembaga yang berbasis di Washington itu."
Wamenkumham 'Ogah' Komentari Putusan PN Jakpus: Belum Inkrah,"Jakarta, CNBC Indonesia - Wakil Menteri Hukum dan Hak Asasi Manusia Edward Omar Sharif Hiariej belum mau bicara banyak mengenai putusan penundaan tahapan Pemilihan Umum 2024 oleh Pengadilan Negeri Jakarta Pusat. Sebab, putusan itu belum berkekuatan hukum tetap (inkrah).""Kalau putusan belum inkrah maka kita tidak boleh berkomentar,"" kata Edward saat ditemui di kantor Kementerian Sekretariat Negara, Jakarta, Jumat (3/3/2023).Menurut dia, perkara itu masih bergulir, sehingga tidak etis jika memberikan komentar.""Tidak bisa menurut, menurut, saya ini kan posisinya sebagai pejabat negara. Pejabat negara itu tidak boleh berkomentar terhadap putusan pengadilan yang belum memiliki kekuatan hukum tetap,"" katanya.Kementerian Hukum dan HAM baru mau berkomentar setelah putusan itu memiliki kekuatan hukum yang tetap.""Bahwa pengadilan itu pada kekuasaan yudikatif perkara ini belum inkrah,"" tuturnya."
Heboh Penundaan Pemilu Hingga Mahfud Sebut Sensasi Berlebihan,"Jakarta, CNBC Indonesia - Putusan Pengadilan Negeri Jakarta Pusat mengabulkan gugatan Partai Prima terhadap Komisi Pemilihan Umum (KPU) yang berkonsekuensi pada timbulnya penundaan Pemilihan Umum 2024 bikin heboh. Menteri Koordinator Bidang Politik, Hukum, dan Keamanan Mohammad Mahfud Mahmodin bahkan bilang kalau PN Jakpus membuat sensasi yang berlebihan.Lalu, bagaimana kronologi peristiwa ini?Putusan PN Jakpus tersebut berawal dari gugatan yang dilayangkan Partai Prima pada 8 Desember 2022 lalu. Dalam gugatannya, Partai Prima merasa dirugikan oleh KPU dalam melakukan verifikasi administrasi partai politik yang ditetapkan dalam Rekapitulasi Hasil Verifikasi Administrasi Partai Politik Calon Peserta Pemilu.Sebab, akibat verifikasi KPU tersebut, Partai Prima dinyatakan Tidak Memenuhi Syarat (TMS) dan tidak bisa mengikuti verifikasi faktual. Partai Prima mengaku mengalami kerugian immateriil yang memengaruhi anggotanya di seluruh Indonesia akibat tindakan KPU.Karena itu, Partai Prima pun meminta PN Jakpus menghukum KPU untuk tidak melaksanakan sisa tahapan Pemilu 2024 selama lebih-kurang 2 tahun 4 bulan dan 7 hari sejak putusan dibacakan.Hasilnya, hakim pun mengabulkan gugatan Partai Prima. Hakim memerintahkan KPU untuk tidak melaksanakan sisa tahapan Pemilihan Umum 2024.Putusan itu diketok oleh ketua majelis T Oyong dengan anggota Bakri dan Dominggus Silaban.""Menghukum Tergugat untuk tidak melaksanakan sisa tahapan Pemilihan Umum 2024 sejak putusan ini diucapkan dan melaksanakan tahapan Pemilihan Umum dari awal selama lebih kurang 2 (dua ) tahun 4 (empat) bulan 7 (tujuh) hari,"" demikian bunyi putusan tersebut.Mahfud pun melontarkan tanggapan perihal putusan itu melalui akun Instagram resminya seperti dikutip CNBC Indonesia, Jumat (3/3/2023).""Pengadilan Negeri (PN) Jakarta Pusat membuat sensasi yang berlebihan. Masak, KPU divonis kalah atas gugatan sebuah partai dalam perkara perdata oleh PN. Bahwa vonis itu salah, logikanya sederhana, mudah dipatahkan tapi vonis ini bisa memancing kontroversi yang bisa mengganggu konsentrasi. Bisa saja nanti ada yang mempolitisir seakan-akan putusan itu benar,"" ujarnya.Oleh karena itu, Mahfud mengajak KPU naik banding dan melawan habis-habisan secara hukum.""Kalau secara logika hukum pastilah KPU menang. Mengapa? Karena PN tidak punya wewenang untuk membuat vonis tersebut,"" katanya.Mahfud lantas membeberkan alasan hukum di balik keyakinannya.Pertama, sengketa terkait proses, administrasi, dan hasil pemilu itu diatur tersendiri dalam hukum. Kompetensi atas sengketa pemilu bukan di PN.Mahfud bilang, sengketa sebelum pencoblosan jika terkait proses administrasi yang memutus harus Bawaslu tapi jika soal keputusan kepesertaan paling jauh hanya bisa digugat ke PTUN.""Nah Partai Prima sudah kalah sengketa di Bawaslu dan sudah kalah di PTUN. Itulah penyelesaian sengketa administrasi jika terjadi sebelum pemungutan suara. Adapun jika terjadi sengketa setelah pemungutan suara atau sengketa hasil pemilu maka menjadi kompetensi Mahkamah Konstitusi (MK). Itu pakemnya,"" ujar Mahfud.""Tak ada kompetensinya pengadilan umum. Perbuatan melawan hukum secara perdata tidak bisa dijadikan obyek terhadap KPU dalam pelaksanaan pemilu,"" lanjutnya.Mantan ketua Mahkamah Konstitusi itu menjelaskan hukuman penundaan pemilu atau semua prosesnya tidak bisa dijatuhkan oleh PN sebagai kasus perdata. Tidak ada hukuman penundaan pemilu yang bisa ditetapkan oleh PN.Menurut UU, lanjut Mahfud, penundaan pemungutan suara dalam pemilu hanya bisa diberlakukan oleh KPU untuk daerah-daerah tertentu yang bermasalah sebagai alasan spesifik, bukan untuk seluruh Indonesia. Misalnya, di daerah yang sedang ditimpa bencana alam yang menyebabkan pemungutan suara tak bisa dilakukan.""Itu pun bukan berdasar vonis pengadilan tetapi menjadi wewenang KPU untuk menentukannya sampai waktu tertentu,"" ujar Mahfud. Menurut Mahfud, vonis PN tersebut tak bisa dimintakan eksekusi. Harus dilawan secara hukum dan rakyat bisa menolak secara masif jika akan dieksekuasi.""Mengapa? Karena hak melakukan pemilu itu bukan hak perdata KPU,"" kata Mahfud.Ia pun mengingatkan kalau penundaan pemilu hanya karena gugatan perdata parpol bukan hanya bertentangan dengan UU tetapi juga bertentangan dengan konstitusi yang telah menetapkan pemilu dilaksanakan lima tahun sekali.""Kita harus melawan secara hukum vonis ini. Ini soal mudah, tetapi kita harus mengimbangi kontroversi atau kegaduhan yang mungkin timbul,"" ujar Mahfud.Respons JPU dan Jawaban PN JakpusKPU pun telah menggelar konferensi pers pascaputusan PN Jakarta Pusat yang diajukan Partai Prima secara luring dan daring dari Bali, Kamis (2/3/2023). Turut hadir antara lain Ketua KPU Hasyim Asy'ari dan Sekretaris Jenderal KPU Bernad Dermawan Sutrisno.""Hasyim menyampaikan sikap KPU atas putusan tersebut, pertama, menunggu salinan resmi putusan dari PN Jakarta Pusat, kedua, mengajukan banding ke Pengadilan Tinggi apabila telah menerima salinan putusan, ketiga, tetap akan melaksanakan, menjalankan tahapan pemilu mengingat tidak ada perubahan atas regulasi PKPU Tahapan dan Jadwal Pemilu, dan keempat, menyatakan masih berlakunya Keputusan KPU terkait penetapan partai politik Pemilu 2024, berikut status partai politik,"" tulis KPU melalui akun Instagram resmi.PN Jakpus menjelaskan putusan tersebut belum berkekuatan hukum tetap atau inkrah karena masih ada proses banding yang diajukan KPU.""Jadi perlu teman-teman ketahui bahwa putusan ini adalah perkara ini adalah gugatan biasa diajukan dengan perdata sehingga hukum acaranya putusan ini belum mempunyai kekuatan hukum tetap, ya, saya belum melihat apakah KPU itu menyatakan banding, tapi saya melihat di media-media saya baca bahwa dia menyatakan banding,"" kata Pejabat Humas PN Jakpus, Zulkifli Atjo di PN Jakpus, Jakarta Pusat, Kamis (2/3/2023).""Tentunya sejak hari ini terhitung dia 14 hari dia harus menyatakan banding kalau tidak sependapat dengan putusan itu. Kemudian setelah itu kita tunggu putusan bandingnya seperti apa,"" katanya.Ia menjelaskan amar putusan tersebut bukan menunda pemilu, melainkan menunda sisa tahapan Pemilu. Ia menyerahkan kepada publik untuk mempelajari putusan tersebut. Kemudian terkait dengan tahapan pemilu selanjutnya apakah dapat dilanjutkan atau tidak, dia juga menyerahkan ke publik. Ia mengingatkan putusan tersebut belum inkrah.""Itu saya tidak mengartikan seperti itu (soal penundaan pemilu), tidak, jadi silakan rekan-rekan mengartikan itu, tapi bahasa putusan itu seperti itu, ya, menunda (sisa) tahapan. Jadi rekan-rekan kalau mengartikan menunda Pemilu itu, saya tidak tahu. Amar putusannya tidak melaksanakan sisa tahapan pemilu,"" katanya.Ia menyerahkan kepada publik mengartikan putusan itu. Sebab humas tidak berwenang menyimpulkan putusan.""Silakan dipelajari putusannya ya. Silakan media pelajari seperti apa, karena saya hanya menjelaskan apa yang tertulis dalam putusan ini. Humas tidak mempunyai kapasitas untuk menyimpulkan suatu putusan ya,"" ujarnya."
"PN Jakpus Putuskan Penundaan Pemilu, Begini Reaksi Istana","Jakarta, CNBC Indonesia - Kantor Staf Kepresidenan (KSP) angkat suara mengenai putusan Pengadilan Negeri Jakarta Pusat mengabulkan gugatan Partai Prima terhadap Komisi Pemilihan Umum (KPU) yang berkonsekuensi pada timbulnya penundaan Pemilihan Umum 2024. Ditegaskan pemerintah tetap mendukung pelaksanaan pesta demokrasi pada tahun depan. Deputi V KSP Jaleswari Pramodhawardani mengatakan, Presiden Joko Widodo dalam berbagai kesempatan telah menekankan dukungannya untuk pelaksanaan Pemilu 2024, sesuai jadwal dan dilakukan secara konstitusional. Begitu juga hingga saat ini.""Pemerintah tetap berkomitmen mendukung pelaksanaan Pemilu 2024 sesuai jadwal yang telah ditetapkan KPU. Pemilu secara rutin merupakan agenda konstitusi yang harus bersama-sama didukung dan dilaksanakan sebaik-baiknya,"" tulis Jaleswari dalam keterangan, Jumat (3/3/2023).Dia menjelaskan pemerintah akan terus memberikan fasilitas dan dukungan pelaksanaan tahapan pemilu sebagaimana yang telah diagendakan KPU. Selain itu pemerintah juga berpesan kepada masyarakat untuk tetap tenang dan menjaga suasana kondusif dan tidak terprovokasi dengan informasi atau gerakan yang memperkeruh suasana.""Percayakan kepada KPU untuk mengambil langkah terbaik. KPU untuk terus bekerja sebaik-baiknya, bekerja secara mandiri, profesional, berintegritas, tetap melanjutkan pelaksanaan tahapan pemilu 2024 yang telah dimulai sebelumnya,"" jelasnya."
Mahfud MD: PN Jakarta Pusat Membuat Sensasi yang Berlebihan!,"Jakarta, CNBC Indonesia - Menteri Koordinator Bidang Politik, Hukum, dan Keamanan Mohammad Mahfud Mahmodin melontarkan tanggapan perihal putusan Pengadilan Negeri Jakarta Pusat yang memerintahkan Komisi Pemilihan Umum menunda tahapan Pemilihan Umum 2024. Tanggapan itu dilontarkan Mahfud melalui akun Instagram resminya seperti dikutip CNBC Indonesia, Jumat (3/3/2023).""Pengadilan Negeri (PN) Jakarta Pusat membuat sensasi yang berlebihan. Masak, KPU divonis kalah atas gugatan sebuah partai dalam perkara perdata oleh PN. Bahwa vonis itu salah, logikanya sederhana, mudah dipatahkan tapi vonis ini bisa memancing kontroversi yang bisa mengganggu konsentrasi. Bisa saja nanti ada yang mempolitisir seakan-akan putusan itu benar,"" ujarnya.Oleh karena itu, Mahfud mengajak KPU naik banding dan melawan habis-habisan secara hukum.""Kalau secara logika hukum pastilah KPU menang. Mengapa? Karena PN tidak punya wewenang untuk membuat vonis tersebut,"" katanya.Mahfud lantas membeberkan alasan hukum di balik keyakinannya.Pertama, sengketa terkait proses, administrasi, dan hasil pemilu itu diatur tersendiri dalam hukum. Kompetensi atas sengketa pemilu bukan di PN.Mahfud bilang, sengketa sebelum pencoblosan jika terkait proses administrasi yang memutus harus Bawaslu tapi jika soal keputusan kepesertaan paling jauh hanya bisa digugat ke PTUN.""Nah Partai Prima sudah kalah sengketa di Bawaslu dan sudah kalah di PTUN. Itulah penyelesaian sengketa administrasi jika terjadi sebelum pemungutan suara.Adapun jika terjadi sengketa setelah pemungutan suara atau sengketa hasil pemilu maka menjadi kompetensi Mahkamah Konstitusi (MK). Itu pakemnya,"" ujar Mahfud.""Tak ada kompetensinya pengadilan umum. Perbuatan melawan hukum secara perdata tidak bisa dijadikan obyek terhadap KPU dalam pelaksanaan pemilu,"" lanjutnya.Mantan ketua Mahkamah Konstitusi itu menjelaskan hukuman penundaan pemilu atau semua prosesnya tidak bisa dijatuhkan oleh PN sebagai kasus perdata. Tidak ada hukuman penundaan pemilu yang bisa ditetapkan oleh PN.Menurut UU, lanjut Mahfud, penundaan pemungutan suara dalam pemilu hanya bisa diberlakukan oleh KPU untuk daerah-daerah tertentu yang bermasalah sebagai alasan spesifik, bukan untuk seluruh Indonesia. Misalnya, di daerah yang sedang ditimpa bencana alam yang menyebabkan pemungutan suara tak bisa dilakukan.""Itu pun bukan berdasar vonis pengadilan tetapi menjadi wewenang KPU untuk menentukannya sampai waktu tertentu,"" ujar Mahfud. Menurut Mahfud, vonis PN tersebut tak bisa dimintakan eksekusi. Harus dilawan secara hukum dan rakyat bisa menolak secara masif jika akan dieksekuasi.""Mengapa? Karena hak melakukan pemilu itu bukan hak perdata KPU,"" kata Mahfud.Ia pun mengingatkan kalau penundaan pemilu hanya karena gugatan perdata parpol bukan hanya bertentangan dengan UU tetapi juga bertentangan dengan konstitusi yang telah menetapkan pemilu dilaksanakan lima tahun sekali.""Kita harus melawan secara hukum vonis ini. Ini soal mudah, tetapi kita harus mengimbangi kontroversi atau kegaduhan yang mungkin timbul,"" ujar Mahfud.[Gambas:Instagram]KPU pun telah menggelar konferensi pers pascaputusan PN Jakarta Pusat yang diajukan Partai Prima secara luring dan daring dari Bali, Kamis (2/3/2023). Turut hadir antara lain Ketua KPU Hasyim Asy'ari dan Sekretaris Jenderal KPU Bernad Dermawan Sutrisno.""Hasyim menyampaikan sikap KPU atas putusan tersebut, pertama, menunggu salinan resmi putusan dari PN Jakarta Pusat, kedua, mengajukan banding ke Pengadilan Tinggi apabila telah menerima salinan putusan, ketiga, tetap akan melaksanakan, menjalankan tahapan pemilu mengingat tidak ada perubahan atas regulasi PKPU Tahapan dan Jadwal Pemilu, dan keempat, menyatakan masih berlakunya Keputusan KPU terkait penetapan partai politik Pemilu 2024, berikut status partai politik,"" tulis KPU melalui akun Instagram resmi. Jawaban PN JakpusSeperti diketahui, kemarin PN Jakpus menghukum KPU untuk tidak melaksanakan sisa tahapan Pemilu 2024 selama lebih-kurang 2 tahun 4 bulan dan 7 hari sejak putusan dibacakan. PN Jakpus menjelaskan putusan tersebut belum berkekuatan hukum tetap atau inkrah karena masih ada proses banding yang diajukan KPU.""Jadi perlu teman-teman ketahui bahwa putusan ini adalah perkara ini adalah gugatan biasa diajukan dengan perdata sehingga hukum acaranya putusan ini belum mempunyai kekuatan hukum tetap, ya, saya belum melihat apakah KPU itu menyatakan banding, tapi saya melihat di media-media saya baca bahwa dia menyatakan banding,"" kata Pejabat Humas PN Jakpus, Zulkifli Atjo di PN Jakpus, Jakarta Pusat, Kamis (2/3/2023).""Tentunya sejak hari ini terhitung dia 14 hari dia harus menyatakan banding kalau tidak sependapat dengan putusan itu. Kemudian setelah itu kita tunggu putusan bandingnya seperti apa,"" katanya seperti dikutip detik.com.Ia menjelaskan amar putusan tersebut bukan menunda pemilu, melainkan menunda sisa tahapan Pemilu. Ia menyerahkan kepada publik untuk mempelajari putusan tersebut. Kemudian terkait dengan tahapan pemilu selanjutnya apakah dapat dilanjutkan atau tidak, dia juga menyerahkan ke publik. Ia mengingatkan putusan tersebut belum inkrah.""Itu saya tidak mengartikan seperti itu (soal penundaan pemilu), tidak, jadi silakan rekan-rekan mengartikan itu, tapi bahasa putusan itu seperti itu, ya, menunda (sisa) tahapan. Jadi rekan-rekan kalau mengartikan menunda Pemilu itu, saya tidak tahu. Amar putusannya tidak melaksanakan sisa tahapan pemilu,"" katanya.Ia menyerahkan kepada publik mengartikan putusan itu. Sebab humas tidak berwenang menyimpulkan putusan.""Silakan dipelajari putusannya ya. Silakan media pelajari seperti apa, karena saya hanya menjelaskan apa yang tertulis dalam putusan ini. Humas tidak mempunyai kapasitas untuk menyimpulkan suatu putusan ya,"" ujarnya.Putusan PN JakpusPutusan PN Jakpus tersebut berawal dari gugatan yang dilayangkan Partai Prima pada 8 Desember 2022 lalu. Dalam gugatannya, Partai Prima merasa dirugikan oleh KPU dalam melakukan verifikasi administrasi partai politik yang ditetapkan dalam Rekapitulasi Hasil Verifikasi Administrasi Partai Politik Calon Peserta Pemilu. Sebab, akibat verifikasi KPU tersebut, Partai Prima dinyatakan Tidak Memenuhi Syarat (TMS) dan tidak bisa mengikuti verifikasi faktual.Partai Prima mengaku mengalami kerugian immateriil yang mempengaruhi anggotanya di seluruh Indonesia akibat tindakan KPU. Karena itu, Partai Prima pun meminta PN Jakpus menghukum KPU untuk tidak melaksanakan sisa tahapan Pemilu 2024 selama lebih-kurang 2 tahun 4 bulan dan 7 hari sejak putusan dibacakan.Hasilnya, hakim pun mengabulkan gugatan Partai Prima. Hakim memerintahkan KPU untuk tidak melaksanakan sisa tahapan Pemilihan Umum 2024. Putusan ini diketok oleh ketua majelis T Oyong dengan anggota Bakri dan Dominggus Silaban.""Menghukum Tergugat untuk tidak melaksanakan sisa tahapan Pemilihan Umum 2024 sejak putusan ini diucapkan dan melaksanakan tahapan Pemilihan Umum dari awal selama lebih kurang 2 (dua ) tahun 4 (empat) bulan 7 (tujuh) hari,"" demikian bunyi putusan tersebut."
"Kabulkan Gugatan, PN Jakpus Perintahkan KPU Tunda Pemilu","Jakarta, CNBC Indonesia - Kabar mengejutkan datang dari Pengadilan Negeri (PN) Jakarta Pusat (Jakpus). PN Jakpus hari ini, Kamis (2/3/23) mengabulkan gugatan Partai Prima terhadap Komisi Pemilihan Umum (KPU). PN Jakpus menghukum KPU untuk menunda Pemilu. Putusan ini bermula saat ada gugatan perdata kepada KPU yang dilayangkan Partai Prima pada 8 Desember 2022 lalu dengan nomor register 757/Pdt.G/2022/PN Jkt.Pst.Partai Prima merasa dirugikan oleh KPU dalam melakukan verifikasi administrasi partai politik yang ditetapkan dalam Rekapitulasi Hasil Verifikasi Administrasi Partai Politik Calon Peserta Pemilu. Sebab, akibat verifikasi KPU tersebut, Partai Prima dinyatakan Tidak Memenuhi Syarat (TMS) dan tidak bisa mengikuti verifikasi faktual.Padahal setelah dipelajari dan dicermati oleh Partai Prima, jenis dokumen yang sebelumnya dinyatakan TMS, ternyata juga dinyatakan Memenuhi Syarat oleh KPU dan hanya ditemukan sebagian kecil permasalahan. Partai Prima juga menyebut KPU tidak teliti dalam melakukan verifikasi yang menyebabkan keanggotannya dinyatakan TMS di 22 provinsi.Akibat dari kesalahan dan ketidaktelitian KPU, Partai Prima mengaku mengalami kerugian immateriil yang mempengaruhi anggotanya di seluruh Indonesia. Karena itu, Partai Prima pun meminta PN Jakpus menghukum KPU untuk tidak melaksanakan sisa tahapan Pemilu 2024 selama lebih-kurang 2 tahun 4 bulan dan 7 hari sejak putusan dibacakan.""Menghukum Tergugat untuk tidak melaksanakan sisa tahapan Pemilihan Umum 2024 sejak putusan ini diucapkan dan melaksanakan tahapan Pemilihan Umum dari awal selama lebih kurang 2 (dua ) tahun 4 (empat) bulan 7 (tujuh) hari,"" demikian bunyi putusan yang diketok oleh ketua majelis T Oyong dengan anggota Bakri dan Dominggus Silaban seperti dikutip dari detikcom."
Ini Tema Rencana Kerja Pemerintah Jokowi di Tahun Terakhir,"Jakarta, CNBC Indonesia - Presiden Joko Widodo atau Jokowi menetapkan tema Rencana Kerja Pemerintah (RKP) 2024, yaitu 'Mempercepat Transformasi Ekonomi yang Inklusif dan Berkelanjutan'.Sebagai catatan, 2024 adalah tahun tarakhir pemerintahan Jokowi. Ini sekaligus akan menjadi tahun terakhir pembuktian kesuksesan program dan pembangunan mantan walikota Solo.""Tema RKP 2024, yang telah disetujui tadi, mempercepat 'Mempercepat Transformasi Ekonomi yang Inklusif dan Berkelanjutan',"" papar Suharso dalam Keterangan Pers Sidang Kabinet Paripurna, Kamis (2/3/2023).Suharso mengungkapkan RKP 2024 menekankan pada sejumlah fokus. Pertama, pengentasan kemiskinan dan penghapusan kemiskinan ekstrem. Kedua, peningkatan kualitas pendidikan dan kesehatan. Kemudian, revitalisasi industri dan penguatan riset terapan. Keempat adalah penguatan daya saing usaha dan terakhir, pembangunan rendah karbon serta transisi energi.Sejalan dengan itu, Suharso menuturkan target RKP 2024 yaitu:- Pertumbuhan ekonomi: 5,3%-5,7%- Tingkat kemiskinan: 6,5-7,5- Rasio Gini: 0,374- Indeks Pembangunan Manusia: 70-74- Nilai Tukar Petani: 108- Nilai Tukar Nelayan: 107- Penurunan emisi gas rumah kaca (GRK): 27,27"
"Menteri PANRB Lapor Nasib Honorer ke Jokowi, Ini Bocorannya!","Jakarta, CNBC Indonesia - Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (PANRB) Abdullah Azwar Anas telah memiliki opsi untuk menghapus tenaga honorer di lingkungan pemerintah pusat maupun daerah.Penghapusan tenaga honorer atau non aparatur sipil negara (ASN) ditargetkan mulai terlaksana pada 28 November 2023 seiring dengan telah terbitnya surat Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi No.B/185/M.SM.02.03/2022.Anas menuturkan opsi itu akan ia sampaikan terlebih dahulu ke Presiden Joko Widodo. Siang ini pun Presiden Jokowi memiliki agenda Sidang Kabinet Paripurna terkait Rencana Kerja Pemerintah Tahun 2024 di Istana Negara bersama seluruh jajaran menterinya.""Sudah ada solusi jalan tengah tapi kami lapor dulu ke Pak Presiden dan kami sudah komunikasi dengan Komisi II,"" kata Anas dalam acara Talkshow RB Tematik di Universitas Indonesia, Kamis (2/3/2023).Menurut Anas, opsi penanganan nasib akhir para tenaga honorer yang akan dilaporkan ke Presiden Jokowi dan telah ia komunikasikan ke Komisi II DPR RI itu secara garis besar akan menitik beratkan pada jalan tengah. Artinya minim menggunakan anggaran dan menghindari PHK.""Dan tidak akan tambah beban daerah. Ini yang kami sedang cari solusinya. Jadi yang penting kita hindari PHK, pembengkakan anggaran, tidak ada lagi istilah non ASN,"" tutur Anas.Kendati begitu, dalam mengurus nasib tenaga honorer ini, Anas mengakui ada tekanan secara politik yang membuat opsi-opsinya saling tarik menarik. Sebab kini juga tengah memasuki tahun politik.""Tarik menarik seperti tarik tambang. Ini kalau mau pemilu, pemilihan bupati, bagaimana non ASN padahal dulu sepakat ada UU, PP nya, tahun ini terakhir. Begitu mau masuk politik, enggak terakhir ini, terakhir setelah pemilu, nanti setelah pemilu terakhir lagi,"" ungkap Anas.Penanganan para tenaga honorer yang akan terdampak penghapusan ini dipastikannya telah dibicarakan Asosiasi Pemerintah Provinsi Seluruh Indonesia (APPSI), Asosiasi Pemerintah Kota Seluruh Indonesia (APEKSI), dan Asosiasi Pemerintah Kabupaten Seluruh Indonesia (APKASI), maupun Badan Kepegawaian Negara (BKN).Tenaga non-ASN atau honorer yang terdata kini jumlahnya 2,3 juta sesuai data dasar di BKN, di mana 1,8 juta di antaranya telah dilengkapi surat pertanggungjawaban mutlak dari masing-masing pejabat pembina kepegawaian."
"Sri Mulyani Tak Cemas Harga Batu Bara Merosot, Ini Alasannya","Jakarta, CNBC Indonesia - Setelah meroket sepanjang 2022, harga batu bara di pasar global tahun ini berbalik merosot. Namun, Menteri Keuangan Sri Mulyani percaya diri APBN RI masih kuat meski terimbas penurunan pendapatan dari ekspor komoditas.""Risiko terbesar [pada 2023] adalah harga-harga, batu bara, minyak [mentah] pasti tidak selalu di atas. Pasti ada koreksi. Pertanyaannya bagaimana menjaganya,"" kata Menkeu dalam acara Economic Outlook 2023, Selasa (28/2/2023).Di sisi lain, pemerintah harus menjaga penyediaan anggaran untuk program prioritas seperti belanja infrastruktur termasuk proyek strategis nasional, pemilu, pengentasan kemiskinan, dan upaya mengurangi stunting.""Kita buat exercise, jika harga batu bara turun, bagaimana cara kita kalau ada syok,"" kata Menkeu.Sri Mulyani menyatakan bahwa penurunan dari harga komoditas, antara lain, bisa diimbangi oleh kenaikan pendapatan lain. Misalnya, dari dividen BUMN dan penerimaan negara bukan pajak (PNBP). Khusus PNBP, lanjutnya, yang melonjak dua kali lipat. Panjak daerah seperti dari pajak kendaraan bermotor erta pajak restoran dan hotel naik hingga tiga digit.""Ini yang kemudian kita ramu kalau penerimaan tidak setinggi dari komoditas, bisa diantisipasi dengan penerimaan lain,"" kata Sri Mulyani.Selain itu, pemerintah juga berharap agar UU Harmonisasi Peraturan Perpajakan bisa meningkatkan pendapatan negara.Sri Mulyani optimistis semua perkembangan tersebut bisa menjadi peredam (shock absorber) dampak penurunan harga komoditas dan memastikan upaya pemerintah membangun infrastruktur, menyelenggarakan pemilu, dan memulai pembangunan ibu kota negara baru bisa terus bergulir.""Banyak Menkeu [negara lain] yang justru berantem, kalau kita [Indonesia] justru bisa reformasi, perbaiki legislasi. Itu semua pencapaian dan DPR luar biasa dukungannya,"" katanya. "
